,Age,DailyRate,Department,EducationField,Gender,MaritalStatus,MonthlyRate,OverTime,Bonus
774,55,444,Research & Development,Medical,Male,Single,17323,No,19055.300000000003
775,43,415,Sales,Medical,Male,Divorced,5268,No,5794.8
776,20,769,Sales,Marketing,Female,Single,17205,Yes,18925.5
777,21,1334,Research & Development,Life Sciences,Female,Single,17258,No,18983.800000000003
778,46,1003,Research & Development,Life Sciences,Female,Divorced,21029,Yes,23131.9
779,51,1323,Research & Development,Life Sciences,Male,Married,10332,Yes,11365.2
780,28,1366,Research & Development,Technical Degree,Male,Single,12355,No,13590.500000000002
781,26,192,Research & Development,Medical,Male,Married,11141,No,12255.1
782,30,1176,Research & Development,Other,Male,Married,9096,No,10005.6
783,41,509,Research & Development,Technical Degree,Female,Married,18863,No,20749.300000000003
784,38,330,Research & Development,Life Sciences,Female,Married,24608,No,27068.800000000003
785,40,1492,Research & Development,Technical Degree,Male,Married,26542,No,29196.2
786,27,1277,Research & Development,Life Sciences,Male,Married,5869,No,6455.900000000001
787,55,1091,Research & Development,Life Sciences,Male,Married,15813,No,17394.300000000003
788,28,857,Research & Development,Other,Female,Single,7909,No,8699.900000000001
789,44,1376,Human Resources,Medical,Male,Married,2326,No,2558.6000000000004
790,33,654,Research & Development,Life Sciences,Male,Divorced,21214,No,23335.4
791,35,1204,Sales,Technical Degree,Male,Single,10333,Yes,11366.300000000001
792,33,827,Research & Development,Medical,Female,Single,3129,No,3441.9
793,28,895,Research & Development,Life Sciences,Male,Divorced,22482,No,24730.2
794,34,618,Research & Development,Life Sciences,Male,Single,22266,No,24492.600000000002
795,37,309,Sales,Life Sciences,Female,Divorced,24223,Yes,26645.300000000003
796,25,1219,Research & Development,Technical Degree,Male,Married,4605,Yes,5065.5
797,26,1330,Research & Development,Medical,Male,Divorced,19373,No,21310.300000000003
798,33,1017,Research & Development,Medical,Male,Single,2993,Yes,3292.3
799,42,469,Research & Development,Medical,Male,Married,14399,No,15838.900000000001
800,28,1009,Research & Development,Medical,Male,Divorced,7160,No,7876.000000000001
801,50,959,Sales,Other,Male,Single,17251,Yes,18976.100000000002
802,33,970,Sales,Life Sciences,Female,Married,13401,No,14741.1
803,34,697,Research & Development,Life Sciences,Male,Married,22478,No,24725.800000000003
804,48,1262,Research & Development,Medical,Male,Single,16154,No,17769.4
805,45,1050,Sales,Life Sciences,Female,Married,17970,No,19767.0
806,52,994,Research & Development,Life Sciences,Male,Single,15322,No,16854.2
807,38,770,Sales,Marketing,Male,Divorced,5569,Yes,6125.900000000001
808,29,1107,Research & Development,Life Sciences,Female,Divorced,26968,No,29664.800000000003
809,28,950,Research & Development,Medical,Female,Divorced,8039,No,8842.900000000001
810,46,406,Sales,Marketing,Male,Married,15596,No,17155.600000000002
811,38,130,Sales,Marketing,Male,Single,20619,No,22680.9
812,43,1082,Research & Development,Life Sciences,Female,Married,11535,No,12688.500000000002
813,39,203,Research & Development,Life Sciences,Male,Divorced,13547,No,14901.7
814,40,1308,Research & Development,Medical,Male,Single,17544,No,19298.4
815,21,984,Research & Development,Technical Degree,Female,Single,25326,Yes,27858.600000000002
816,39,439,Research & Development,Life Sciences,Male,Single,8770,No,9647.0
817,36,217,Research & Development,Life Sciences,Male,Single,23238,No,25561.800000000003
818,31,793,Sales,Life Sciences,Male,Married,21981,No,24179.100000000002
819,28,1451,Research & Development,Life Sciences,Male,Married,19911,No,21902.100000000002
820,35,1182,Sales,Marketing,Male,Divorced,18500,No,20350.0
821,49,174,Sales,Technical Degree,Male,Married,11879,No,13066.900000000001
822,34,1003,Research & Development,Life Sciences,Male,Single,15834,No,17417.4
823,29,490,Research & Development,Life Sciences,Female,Divorced,17940,No,19734.0
824,42,188,Research & Development,Medical,Male,Single,9558,No,10513.800000000001
825,29,718,Research & Development,Medical,Male,Married,17689,Yes,19457.9
826,38,433,Human Resources,Human Resources,Male,Married,6004,No,6604.400000000001
827,28,773,Research & Development,Life Sciences,Male,Divorced,22088,Yes,24296.800000000003
828,18,247,Research & Development,Medical,Male,Single,13556,No,14911.6
829,33,603,Sales,Marketing,Female,Single,18385,Yes,20223.5
830,41,167,Research & Development,Life Sciences,Male,Married,9051,Yes,9956.1
831,31,874,Research & Development,Medical,Male,Married,6233,No,6856.3
832,37,367,Research & Development,Medical,Female,Divorced,17171,No,18888.100000000002
833,27,199,Research & Development,Life Sciences,Male,Married,7950,No,8745.0
834,34,1400,Sales,Life Sciences,Female,Married,5829,No,6411.900000000001
835,35,528,Human Resources,Technical Degree,Male,Single,7108,No,7818.8
836,29,408,Sales,Life Sciences,Female,Married,11162,No,12278.2
837,40,593,Research & Development,Medical,Female,Single,13782,No,15160.2
838,42,481,Sales,Life Sciences,Male,Single,2447,Yes,2691.7000000000003
839,42,647,Sales,Marketing,Male,Single,2253,No,2478.3
840,35,982,Research & Development,Medical,Male,Married,16340,No,17974.0
841,24,477,Research & Development,Medical,Male,Single,6409,No,7049.900000000001
842,28,1485,Research & Development,Life Sciences,Female,Married,22955,Yes,25250.500000000004
843,26,1384,Research & Development,Medical,Male,Married,13421,No,14763.1
844,30,852,Sales,Marketing,Male,Married,2706,No,2976.6000000000004
845,40,902,Research & Development,Medical,Female,Married,21203,Yes,23323.300000000003
846,35,819,Research & Development,Life Sciences,Male,Divorced,19588,No,21546.800000000003
847,34,669,Research & Development,Medical,Male,Single,25755,No,28330.500000000004
848,35,636,Research & Development,Other,Male,Married,26537,No,29190.7
849,43,1372,Sales,Marketing,Female,Single,9489,No,10437.900000000001
850,32,862,Sales,Life Sciences,Female,Divorced,14947,No,16441.7
851,56,718,Research & Development,Technical Degree,Female,Divorced,18575,No,20432.5
852,29,1401,Research & Development,Medical,Female,Married,26342,No,28976.2
853,19,645,Research & Development,Life Sciences,Male,Single,7172,No,7889.200000000001
854,45,1457,Research & Development,Medical,Female,Married,20100,Yes,22110.0
855,37,977,Research & Development,Life Sciences,Female,Married,9961,No,10957.1
856,20,805,Research & Development,Life Sciences,Male,Single,12828,No,14110.800000000001
857,44,1097,Research & Development,Life Sciences,Male,Single,10826,Yes,11908.6
858,53,1223,Research & Development,Medical,Female,Divorced,18640,No,20504.0
859,29,942,Research & Development,Life Sciences,Female,Married,26933,Yes,29626.300000000003
860,22,1256,Research & Development,Life Sciences,Male,Married,4223,Yes,4645.3
861,46,1402,Sales,Marketing,Female,Married,24097,No,26506.7
862,44,111,Research & Development,Life Sciences,Male,Single,4279,No,4706.900000000001
863,33,147,Human Resources,Human Resources,Male,Married,8429,No,9271.900000000001
864,41,906,Research & Development,Life Sciences,Male,Divorced,20293,No,22322.300000000003
865,30,1329,Sales,Life Sciences,Male,Divorced,13192,No,14511.2
866,40,1184,Sales,Medical,Male,Married,25440,No,27984.000000000004
867,50,1421,Research & Development,Medical,Female,Married,9490,No,10439.0
868,28,1179,Research & Development,Medical,Male,Married,12449,No,13693.900000000001
869,46,1450,Research & Development,Life Sciences,Male,Married,10849,No,11933.900000000001
870,35,1361,Sales,Life Sciences,Male,Married,21026,Yes,23128.600000000002
871,24,984,Research & Development,Life Sciences,Female,Married,3372,No,3709.2000000000003
872,33,1146,Sales,Medical,Female,Married,4905,No,5395.5
873,36,917,Research & Development,Life Sciences,Male,Divorced,6865,No,7551.500000000001
874,30,853,Research & Development,Life Sciences,Male,Divorced,11309,No,12439.900000000001
875,44,200,Research & Development,Other,Male,Single,7744,No,8518.400000000001
876,20,654,Sales,Marketing,Male,Single,5050,No,5555.0
877,46,150,Research & Development,Technical Degree,Male,Divorced,17433,No,19176.300000000003
878,42,179,Human Resources,Medical,Male,Married,12858,No,14143.800000000001
879,60,696,Sales,Marketing,Male,Divorced,10893,Yes,11982.300000000001
880,32,116,Research & Development,Other,Female,Married,7331,No,8064.1
881,32,1316,Research & Development,Life Sciences,Female,Single,2338,Yes,2571.8
882,36,363,Research & Development,Technical Degree,Female,Divorced,4235,Yes,4658.5
883,33,117,Research & Development,Medical,Male,Married,6311,No,6942.1
884,40,107,Sales,Technical Degree,Female,Divorced,11591,No,12750.1
885,25,1356,Sales,Life Sciences,Male,Single,20623,No,22685.300000000003
886,30,1465,Research & Development,Medical,Male,Married,9369,Yes,10305.900000000001
887,42,458,Research & Development,Medical,Female,Married,23281,Yes,25609.100000000002
888,35,1212,Sales,Marketing,Female,Married,13755,Yes,15130.500000000002
889,27,1103,Research & Development,Life Sciences,Male,Married,14377,Yes,15814.7
890,54,966,Research & Development,Life Sciences,Female,Divorced,9659,No,10624.900000000001
891,44,1117,Research & Development,Life Sciences,Female,Married,19982,No,21980.2
892,19,504,Research & Development,Medical,Female,Single,6148,Yes,6762.8
893,29,1010,Research & Development,Life Sciences,Female,Divorced,5598,No,6157.8
894,54,685,Research & Development,Life Sciences,Male,Married,23474,No,25821.4
895,31,1332,Research & Development,Medical,Male,Married,17089,Yes,18797.9
896,31,1062,Research & Development,Medical,Female,Single,17198,No,18917.800000000003
897,59,326,Sales,Life Sciences,Female,Single,16490,No,18139.0
898,43,920,Research & Development,Life Sciences,Male,Married,18625,No,20487.5
899,49,1098,Research & Development,Medical,Male,Married,12124,No,13336.400000000001
900,36,469,Research & Development,Technical Degree,Male,Married,9256,No,10181.6
901,48,969,Research & Development,Technical Degree,Male,Single,16620,No,18282.0
902,27,1167,Research & Development,Life Sciences,Male,Divorced,3208,No,3528.8
903,29,1329,Research & Development,Life Sciences,Male,Divorced,4204,Yes,4624.400000000001
904,48,715,Research & Development,Life Sciences,Male,Single,8733,No,9606.300000000001
905,29,694,Research & Development,Life Sciences,Female,Divorced,3423,No,3765.3
906,34,1320,Research & Development,Technical Degree,Female,Married,21643,No,23807.300000000003
907,44,1099,Sales,Marketing,Male,Married,8751,No,9626.1
908,33,536,Sales,Marketing,Male,Divorced,21708,Yes,23878.800000000003
909,19,265,Research & Development,Life Sciences,Female,Single,21221,Yes,23343.100000000002
910,23,373,Research & Development,Life Sciences,Male,Married,16901,No,18591.100000000002
911,25,599,Sales,Life Sciences,Male,Single,8040,Yes,8844.0
912,26,583,Research & Development,Life Sciences,Male,Single,9973,Yes,10970.300000000001
913,45,1449,Sales,Marketing,Female,Single,2493,Yes,2742.3
914,55,177,Research & Development,Medical,Male,Divorced,25592,Yes,28151.2
915,21,251,Research & Development,Life Sciences,Female,Single,25308,No,27838.800000000003
916,46,168,Sales,Marketing,Female,Married,9946,No,10940.6
917,34,131,Sales,Marketing,Female,Single,6039,Yes,6642.900000000001
918,51,237,Sales,Life Sciences,Male,Divorced,19196,Yes,21115.600000000002
919,59,1429,Research & Development,Medical,Male,Single,20002,No,22002.2
920,34,135,Research & Development,Medical,Female,Divorced,22534,No,24787.4
921,28,791,Research & Development,Medical,Male,Single,6842,Yes,7526.200000000001
922,44,1199,Research & Development,Life Sciences,Male,Divorced,17477,No,19224.7
923,34,648,Human Resources,Life Sciences,Male,Married,21833,No,24016.300000000003
924,35,735,Research & Development,Life Sciences,Male,Married,6020,Yes,6622.000000000001
925,42,603,Research & Development,Medical,Female,Married,5628,Yes,6190.8
926,43,531,Sales,Marketing,Female,Single,20364,No,22400.4
927,36,429,Research & Development,Life Sciences,Female,Single,2323,Yes,2555.3
928,44,621,Research & Development,Medical,Female,Married,14075,No,15482.500000000002
929,28,193,Research & Development,Life Sciences,Male,Married,14222,Yes,15644.2
930,51,968,Research & Development,Medical,Female,Single,4257,No,4682.700000000001
931,30,879,Research & Development,Medical,Female,Single,12858,Yes,14143.800000000001
932,29,806,Research & Development,Technical Degree,Female,Divorced,17285,Yes,19013.5
933,28,640,Research & Development,Technical Degree,Male,Single,4732,No,5205.200000000001
934,25,266,Research & Development,Medical,Female,Single,18830,No,20713.0
935,32,604,Sales,Medical,Male,Married,11693,No,12862.300000000001
936,45,364,Research & Development,Medical,Female,Single,13035,No,14338.500000000002
937,39,412,Research & Development,Medical,Female,Divorced,17334,Yes,19067.4
938,58,848,Research & Development,Life Sciences,Male,Divorced,26076,No,28683.600000000002
939,32,1089,Research & Development,Life Sciences,Male,Married,22845,No,25129.500000000004
940,39,360,Research & Development,Medical,Male,Single,22154,No,24369.4
941,30,1138,Research & Development,Technical Degree,Female,Married,23631,No,25994.100000000002
942,36,325,Research & Development,Technical Degree,Female,Married,5747,No,6321.700000000001
943,46,991,Human Resources,Life Sciences,Female,Single,22957,No,25252.7
944,28,1476,Research & Development,Life Sciences,Female,Married,16392,No,18031.2
945,50,1322,Research & Development,Life Sciences,Female,Married,22422,Yes,24664.2
946,40,299,Sales,Marketing,Male,Single,17235,Yes,18958.5
947,52,1030,Sales,Life Sciences,Male,Single,21534,Yes,23687.4
948,30,634,Research & Development,Medical,Female,Married,25927,Yes,28519.7
949,39,524,Research & Development,Life Sciences,Male,Single,13352,No,14687.2
950,31,587,Sales,Life Sciences,Female,Divorced,8935,Yes,9828.5
951,41,256,Sales,Medical,Male,Single,22074,No,24281.4
952,31,1060,Sales,Life Sciences,Female,Single,8319,Yes,9150.900000000001
953,44,935,Research & Development,Life Sciences,Male,Married,14669,No,16135.900000000001
954,42,495,Research & Development,Life Sciences,Male,Married,26582,Yes,29240.2
955,55,282,Research & Development,Medical,Female,Married,6992,No,7691.200000000001
956,56,206,Human Resources,Life Sciences,Male,Single,4022,No,4424.200000000001
957,40,458,Research & Development,Life Sciences,Male,Divorced,8532,No,9385.2
958,34,943,Research & Development,Life Sciences,Male,Divorced,5494,No,6043.400000000001
959,40,523,Research & Development,Life Sciences,Male,Single,22455,No,24700.500000000004
960,41,1018,Sales,Marketing,Female,Divorced,4297,No,4726.700000000001
961,35,482,Research & Development,Life Sciences,Male,Single,2690,Yes,2959.0000000000005
962,51,770,Human Resources,Life Sciences,Male,Divorced,17588,Yes,19346.800000000003
963,38,1009,Sales,Life Sciences,Female,Divorced,19461,No,21407.100000000002
964,34,507,Sales,Medical,Female,Single,23553,No,25908.300000000003
965,25,882,Research & Development,Medical,Male,Married,9075,No,9982.5
966,58,601,Research & Development,Medical,Female,Married,12023,Yes,13225.300000000001
967,40,329,Research & Development,Life Sciences,Male,Married,6762,No,7438.200000000001
968,36,607,Sales,Marketing,Female,Married,2261,No,2487.1000000000004
969,48,855,Research & Development,Life Sciences,Male,Single,18706,No,20576.600000000002
970,27,1291,Sales,Medical,Female,Married,6527,No,7179.700000000001
971,51,1405,Research & Development,Technical Degree,Female,Single,24439,No,26882.9
972,18,1124,Research & Development,Life Sciences,Female,Single,19305,No,21235.5
973,35,817,Research & Development,Medical,Female,Married,10846,No,11930.6
974,27,793,Sales,Life Sciences,Male,Single,20392,No,22431.2
975,55,267,Sales,Marketing,Male,Single,9277,Yes,10204.7
976,56,1369,Research & Development,Life Sciences,Male,Married,18235,Yes,20058.5
977,34,999,Research & Development,Technical Degree,Female,Divorced,15891,No,17480.100000000002
978,40,1202,Research & Development,Medical,Female,Divorced,13888,No,15276.800000000001
979,34,285,Research & Development,Medical,Male,Married,17491,No,19240.100000000002
980,31,703,Sales,Life Sciences,Female,Single,11882,No,13070.2
981,35,662,Sales,Marketing,Female,Married,23288,Yes,25616.800000000003
982,38,693,Research & Development,Life Sciences,Male,Divorced,15748,No,17322.800000000003
983,34,404,Research & Development,Technical Degree,Female,Single,6163,No,6779.3
984,28,736,Sales,Life Sciences,Male,Married,24232,No,26655.2
985,31,330,Research & Development,Medical,Male,Married,21057,Yes,23162.7
986,39,1498,Sales,Life Sciences,Male,Married,3567,Yes,3923.7000000000003
987,51,541,Sales,Marketing,Male,Married,15395,No,16934.5
988,41,1200,Research & Development,Life Sciences,Female,Divorced,13953,Yes,15348.300000000001
989,37,1439,Research & Development,Life Sciences,Male,Married,5182,Yes,5700.200000000001
990,33,1111,Sales,Life Sciences,Male,Married,19293,No,21222.300000000003
991,32,499,Sales,Marketing,Male,Married,20497,Yes,22546.7
992,39,1485,Research & Development,Life Sciences,Male,Married,3449,No,3793.9
993,25,1372,Sales,Life Sciences,Male,Married,12477,No,13724.7
994,52,322,Research & Development,Medical,Female,Married,9731,Yes,10704.1
995,43,930,Research & Development,Medical,Female,Single,20003,Yes,22003.300000000003
996,27,205,Sales,Marketing,Female,Married,7100,Yes,7810.000000000001
997,27,135,Research & Development,Life Sciences,Female,Single,25681,Yes,28249.100000000002
998,26,683,Research & Development,Medical,Male,Single,4050,No,4455.0
999,42,1147,Human Resources,Human Resources,Female,Married,16616,No,18277.600000000002
1000,52,258,Research & Development,Other,Female,Married,17363,No,19099.300000000003
1001,37,1462,Research & Development,Medical,Female,Single,19106,No,21016.600000000002
1002,35,200,Research & Development,Life Sciences,Male,Single,19944,No,21938.4
1003,25,949,Research & Development,Technical Degree,Male,Married,4910,No,5401.0
1004,26,652,Research & Development,Other,Male,Single,23577,No,25934.7
1005,29,332,Human Resources,Other,Male,Single,9769,No,10745.900000000001
1006,49,1475,Research & Development,Life Sciences,Male,Single,22710,No,24981.000000000004
1007,29,337,Research & Development,Other,Female,Single,22930,Yes,25223.000000000004
1008,54,971,Research & Development,Medical,Female,Single,5652,No,6217.200000000001
1009,58,1055,Research & Development,Medical,Female,Married,22456,Yes,24701.600000000002
1010,55,1136,Research & Development,Medical,Male,Divorced,12414,No,13655.400000000001
1011,36,1174,Sales,Marketing,Female,Single,20763,Yes,22839.300000000003
1012,31,667,Sales,Life Sciences,Female,Single,16154,No,17769.4
1013,30,855,Sales,Marketing,Female,Divorced,12761,No,14037.1
1014,31,182,Research & Development,Life Sciences,Female,Single,8847,No,9731.7
1015,34,560,Research & Development,Other,Male,Divorced,20284,No,22312.4
1016,31,202,Research & Development,Life Sciences,Female,Single,22262,No,24488.2
1017,27,1377,Research & Development,Life Sciences,Male,Married,7679,No,8446.900000000001
1018,36,172,Research & Development,Life Sciences,Male,Single,22604,No,24864.4
1019,36,329,Sales,Marketing,Female,Married,13494,No,14843.400000000001
1020,47,465,Research & Development,Technical Degree,Male,Married,10205,No,11225.5
1021,25,383,Sales,Life Sciences,Male,Married,15182,No,16700.2
1022,37,1413,Research & Development,Technical Degree,Male,Single,25470,No,28017.000000000004
1023,56,1255,Research & Development,Life Sciences,Female,Married,10494,No,11543.400000000001
1024,47,359,Research & Development,Medical,Female,Married,26703,No,29373.300000000003
1025,24,1476,Sales,Medical,Female,Married,15211,Yes,16732.100000000002
1026,32,601,Sales,Marketing,Male,Married,23343,No,25677.300000000003
1027,34,401,Research & Development,Life Sciences,Female,Married,3708,No,4078.8
1028,41,1283,Research & Development,Medical,Male,Married,5561,Yes,6117.1
1029,40,663,Research & Development,Other,Male,Divorced,23099,No,25408.9
1030,31,326,Sales,Life Sciences,Male,Divorced,8386,No,9224.6
1031,46,377,Sales,Marketing,Male,Divorced,15986,No,17584.600000000002
1032,39,592,Research & Development,Life Sciences,Female,Single,17181,Yes,18899.100000000002
1033,31,1445,Research & Development,Life Sciences,Female,Single,8931,No,9824.1
1034,45,1038,Research & Development,Medical,Male,Divorced,19863,Yes,21849.300000000003
1035,31,1398,Human Resources,Medical,Female,Single,24609,No,27069.9
1036,31,523,Research & Development,Life Sciences,Male,Married,21081,Yes,23189.100000000002
1037,45,1448,Research & Development,Technical Degree,Male,Married,14720,Yes,16192.000000000002
1038,48,1221,Sales,Marketing,Male,Divorced,24795,No,27274.500000000004
1039,34,1107,Human Resources,Technical Degree,Female,Married,3072,No,3379.2000000000003
1040,40,218,Research & Development,Medical,Male,Divorced,25178,No,27695.800000000003
1041,28,866,Sales,Medical,Male,Single,23490,No,25839.000000000004
1042,44,981,Research & Development,Life Sciences,Male,Single,7973,No,8770.300000000001
1043,53,447,Research & Development,Medical,Male,Single,19764,No,21740.4
1044,49,1495,Research & Development,Technical Degree,Male,Married,21534,No,23687.4
1045,40,896,Research & Development,Medical,Male,Divorced,8045,No,8849.5
1046,44,1467,Research & Development,Life Sciences,Male,Single,21158,No,23273.800000000003
1047,33,430,Sales,Medical,Male,Married,17456,No,19201.600000000002
1048,34,1326,Sales,Other,Male,Single,15891,No,17480.100000000002
1049,30,1358,Sales,Life Sciences,Male,Married,2939,No,3232.9
1050,42,748,Research & Development,Medical,Female,Single,16458,No,18103.800000000003
1051,44,383,Sales,Marketing,Female,Married,9282,No,10210.2
1052,30,990,Research & Development,Technical Degree,Male,Divorced,7152,No,7867.200000000001
1053,57,405,Research & Development,Life Sciences,Male,Married,2721,No,2993.1000000000004
1054,49,1490,Research & Development,Life Sciences,Male,Divorced,20948,No,23042.800000000003
1055,34,829,Research & Development,Medical,Male,Divorced,11929,No,13121.900000000001
1056,28,1496,Sales,Technical Degree,Male,Married,15747,No,17321.7
1057,29,115,Sales,Technical Degree,Female,Single,17485,No,19233.5
1058,34,790,Sales,Medical,Female,Single,7815,Yes,8596.5
1059,35,660,Sales,Life Sciences,Male,Married,16192,No,17811.2
1060,24,381,Research & Development,Medical,Male,Single,16998,Yes,18697.800000000003
1061,24,830,Sales,Life Sciences,Female,Married,7103,No,7813.3
1062,44,1193,Research & Development,Medical,Male,Single,19719,Yes,21690.9
1063,29,1246,Sales,Life Sciences,Male,Divorced,23757,No,26132.7
1064,30,330,Human Resources,Life Sciences,Male,Divorced,15428,No,16970.800000000003
1065,55,1229,Research & Development,Life Sciences,Male,Married,16143,Yes,17757.300000000003
1066,33,1099,Research & Development,Medical,Female,Married,8192,No,9011.2
1067,47,571,Sales,Medical,Female,Married,24200,Yes,26620.000000000004
1068,28,289,Research & Development,Medical,Male,Single,5355,No,5890.500000000001
1069,28,1423,Research & Development,Life Sciences,Male,Divorced,12530,No,13783.000000000002
1070,28,467,Sales,Life Sciences,Male,Single,11827,No,13009.7
1071,49,271,Research & Development,Medical,Female,Married,23070,No,25377.000000000004
1072,29,410,Research & Development,Life Sciences,Female,Married,4668,No,5134.8
1073,28,1083,Research & Development,Life Sciences,Male,Married,3173,No,3490.3
1074,33,516,Research & Development,Life Sciences,Male,Single,22049,Yes,24253.9
1075,32,495,Research & Development,Medical,Male,Single,21072,No,23179.2
1076,54,1050,Research & Development,Medical,Female,Divorced,24456,No,26901.600000000002
1077,29,224,Research & Development,Technical Degree,Male,Single,7568,No,8324.800000000001
1078,44,136,Research & Development,Life Sciences,Male,Married,22074,No,24281.4
1079,39,1089,Research & Development,Life Sciences,Female,Single,9150,No,10065.0
1080,46,228,Sales,Life Sciences,Female,Married,11380,No,12518.000000000002
1081,35,1029,Research & Development,Life Sciences,Female,Single,21195,No,23314.500000000004
1082,23,507,Research & Development,Life Sciences,Male,Single,24812,No,27293.2
1083,40,676,Research & Development,Life Sciences,Male,Single,21831,No,24014.100000000002
1084,34,971,Sales,Technical Degree,Male,Married,12288,Yes,13516.800000000001
1085,31,561,Research & Development,Life Sciences,Female,Single,4156,No,4571.6
1086,50,333,Research & Development,Medical,Male,Single,24450,Yes,26895.000000000004
1087,34,1440,Sales,Technical Degree,Male,Married,4944,Yes,5438.400000000001
1088,42,1210,Research & Development,Medical,Male,Married,24052,No,26457.2
1089,37,674,Research & Development,Medical,Male,Married,3031,No,3334.1000000000004
1090,29,441,Research & Development,Other,Female,Married,7288,No,8016.800000000001
1091,33,575,Research & Development,Life Sciences,Male,Single,24152,No,26567.2
1092,45,950,Research & Development,Technical Degree,Male,Married,4585,No,5043.5
1093,42,288,Research & Development,Life Sciences,Male,Married,18611,Yes,20472.100000000002
1094,40,1342,Sales,Medical,Male,Married,19345,No,21279.5
1095,33,589,Research & Development,Life Sciences,Male,Married,22949,Yes,25243.9
1096,40,898,Human Resources,Medical,Male,Single,17381,Yes,19119.100000000002
1097,24,350,Research & Development,Technical Degree,Male,Divorced,10036,No,11039.6
1098,40,1142,Research & Development,Life Sciences,Male,Divorced,8841,Yes,9725.1
1099,45,538,Research & Development,Technical Degree,Male,Divorced,20933,No,23026.300000000003
1100,35,1402,Sales,Life Sciences,Female,Married,26204,No,28824.4
1101,32,824,Research & Development,Life Sciences,Female,Married,15624,No,17186.4
1102,36,1157,Sales,Life Sciences,Male,Single,17001,Yes,18701.100000000002
1103,48,492,Sales,Life Sciences,Female,Divorced,13693,No,15062.300000000001
1104,29,598,Research & Development,Life Sciences,Male,Married,22376,No,24613.600000000002
1105,33,1242,Sales,Life Sciences,Male,Married,10589,No,11647.900000000001
1106,30,740,Sales,Life Sciences,Male,Married,5323,No,5855.3
1107,38,888,Human Resources,Human Resources,Male,Married,14814,No,16295.400000000001
1108,35,992,Research & Development,Medical,Male,Single,21731,No,23904.100000000002
1109,30,1288,Sales,Technical Degree,Male,Married,17799,No,19578.9
1110,35,104,Research & Development,Life Sciences,Female,Divorced,26619,Yes,29280.9
1111,53,607,Research & Development,Technical Degree,Female,Married,14618,No,16079.800000000001
1112,38,903,Research & Development,Medical,Male,Married,7653,No,8418.300000000001
1113,32,1200,Research & Development,Technical Degree,Male,Married,25174,No,27691.4
1114,48,1108,Research & Development,Other,Female,Married,16530,No,18183.0
1115,34,479,Research & Development,Medical,Male,Single,22061,No,24267.100000000002
1116,55,685,Sales,Marketing,Male,Married,23037,No,25340.7
1117,34,1351,Research & Development,Life Sciences,Male,Married,13008,No,14308.800000000001
1118,26,474,Research & Development,Life Sciences,Female,Married,11133,No,12246.300000000001
1119,38,1245,Sales,Life Sciences,Male,Married,12355,No,13590.500000000002
1120,38,437,Sales,Life Sciences,Female,Single,16379,No,18016.9
1121,36,884,Sales,Life Sciences,Female,Single,21447,No,23591.7
1122,29,1370,Research & Development,Medical,Male,Single,16213,Yes,17834.300000000003
1123,35,670,Research & Development,Medical,Female,Single,4223,Yes,4645.3
1124,39,1462,Sales,Medical,Male,Married,4658,No,5123.8
1125,29,995,Research & Development,Life Sciences,Male,Divorced,24483,No,26931.300000000003
1126,50,264,Sales,Marketing,Male,Married,19519,Yes,21470.9
1127,23,977,Research & Development,Technical Degree,Male,Married,12826,No,14108.6
1128,36,1302,Research & Development,Life Sciences,Male,Married,19711,Yes,21682.100000000002
1129,42,1059,Research & Development,Other,Male,Single,26362,No,28998.2
1130,35,750,Research & Development,Life Sciences,Male,Married,25348,No,27882.800000000003
1131,34,653,Research & Development,Technical Degree,Male,Married,15332,No,16865.2
1132,40,118,Sales,Life Sciences,Female,Married,11262,No,12388.2
1133,43,990,Research & Development,Technical Degree,Male,Divorced,5855,No,6440.500000000001
1134,35,1349,Research & Development,Life Sciences,Male,Married,7713,No,8484.300000000001
1135,46,563,Sales,Life Sciences,Male,Single,3156,No,3471.6000000000004
1136,28,329,Research & Development,Medical,Male,Married,7324,Yes,8056.400000000001
1137,22,457,Research & Development,Other,Female,Married,10293,Yes,11322.300000000001
1138,50,1234,Research & Development,Medical,Male,Married,20689,Yes,22757.9
1139,32,634,Research & Development,Other,Female,Married,18783,No,20661.300000000003
1140,44,1313,Research & Development,Medical,Female,Divorced,3549,Yes,3903.9
1141,30,241,Research & Development,Medical,Male,Married,5348,No,5882.8
1142,45,1015,Research & Development,Medical,Female,Single,23447,Yes,25791.7
1143,45,336,Sales,Marketing,Male,Married,24162,No,26578.2
1144,31,715,Sales,Other,Male,Single,21602,No,23762.2
1145,36,559,Research & Development,Life Sciences,Female,Married,12421,Yes,13663.1
1146,34,426,Research & Development,Life Sciences,Male,Divorced,17000,No,18700.0
1147,49,722,Research & Development,Life Sciences,Female,Married,22102,No,24312.2
1148,39,1387,Research & Development,Medical,Male,Married,3835,No,4218.5
1149,27,1302,Research & Development,Other,Male,Divorced,16290,No,17919.0
1150,35,819,Research & Development,Life Sciences,Male,Married,26312,No,28943.2
1151,28,580,Research & Development,Medical,Female,Divorced,20460,No,22506.0
1152,21,546,Research & Development,Medical,Male,Single,26009,No,28609.9
1153,18,544,Sales,Medical,Female,Single,18420,Yes,20262.0
1154,47,1176,Human Resources,Life Sciences,Female,Married,5220,No,5742.000000000001
1155,39,170,Research & Development,Medical,Male,Divorced,10302,No,11332.2
1156,40,884,Research & Development,Life Sciences,Female,Married,25800,No,28380.000000000004
